名称,武器分类,基础准度,静止射击准度,移动射击准度,被瞄准射击准度,存在距离加成,最大连射奖励次数,最小散步,最大散步,散射角度,散射无规律,造成状态效果概率,对地最小射程,对直升机最小射程,对固定翼最小射程,对地最大射程,对直升机最大射程,对固定翼最大射程,伤害类别,伤害类型索引,基底伤害量,物理伤害溅射半径,压制伤害,压制伤害建设半径,允许未命中造成压制伤害,武器穿深进化类型,引导方式,瞄准时间,装填时间,发射间隔时间,可发射次数,校准射击瞄准时间修正系数,校准射击散步修正系数,补给消耗,投射物类型,烟雾类型,单一锁敌,乱序射击,可穿甲,可移动射击,可直接瞄准,可曲射射击,可盲射,盲射射击次数,可杀伤固定翼,瞄准目标中心,强制造成对顶伤害,造成着火效果,造成着火概率,无友军伤害,射击隐匿惩罚,串联武器,子弹药描述,展示连射准度,面板消耗弹药数量,效果间隔,弹药类型,对地最小射程,对地最大射程,投射物最小射程,高度射程
Ammo_Quad_20mm_Skink_AA,MinMax_AUTOCANAA,否,10,否,否,无,无,58.4397934,146.0994835,否,无,12,0.0,无,无,0.0,无,无,无,无,1.8,146.0994835,100.0,876.596901,无,无,无,否,10.0,0.1,20,是,无,360,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,240,0.1,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_Quad_20mm_Skink_HE,MinMax_AUTOCANAA,否,10,5,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,3.1,116.8795868,40.0,292.198967,无,无,无,4.0,10.0,0.2,40,是,无,1240,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,240,0.2,EArmeType/HE,0.0,10957.461262499999,0.0,无
Ammo_Quad_Besa,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,2.0,2.92198967,160.0,882.4408803399999,无,无,无,2.0,3.0,0.3,8,是,无,50,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,100,0.2,EArmeType/BalleDCA,1460.994835,10957.461262499999,0.0,无
Ammo_Quad_Besa_AA,MinMax_AUTOCANAIR,否,5,否,否,无,-1,58.4397934,146.0994835,否,无,6,0.0,无,无,0.0,无,无,无,无,0.34,58.4397934,80.0,631.14976872,无,无,无,否,2.0,0.3,8,是,无,27,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,100,0.2,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_Quad_Maxim,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,2.0,2.92198967,160.0,882.4408803399999,无,无,无,2.0,3.0,0.35,8,是,无,50,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,100,0.2,EArmeType/BalleDCA,1460.994835,10957.461262499999,0.0,无
Ammo_Quad_Maxim_AA,MinMax_AUTOCANAIR,否,5,否,否,无,-1,58.4397934,146.0994835,否,无,6,0.0,无,无,0.0,无,无,无,无,0.34,58.4397934,80.0,631.14976872,无,无,无,否,2.0,0.35,8,是,无,27,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,100,0.2,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_RDG33,MinMax_Grenade,否,否,否,否,无,无,无,14.60994835,否,无,否,0.0,无,无,876.596901,无,无,无,无,3.0,29.2198967,是,2.92198967,无,无,无,是,3.0,是,是,是,无,是,EProjectileType/ArtillerieAnimated,无,无,无,否,无,是,是,无,是,是,是,无,无,无,是,1.73,无,是,无,是,是,EArmeType/AP_1_Missile,0.0,876.596901,0.0,219.14922525
Ammo_RDG_Smoke_Grenade,MinMax_Grenade,否,否,否,否,无,无,2.92198967,14.60994835,否,无,否,0.0,无,无,1460.994835,无,无,无,无,否,2.92198967,否,2.92198967,无,无,无,是,3.0,是,是,是,无,5,EProjectileType/ArtillerieAnimated,~/Descriptor_Smoke_Fumi81mm,无,无,否,无,是,是,无,是,是,是,无,无,无,是,是,无,是,无,是,是,EArmeType/HE,0.0,1460.994835,0.0,175.31938019999998
Ammo_RPG43,MinMax_Grenade,否,80,是,否,无,3,无,14.60994835,否,无,100,0.0,无,无,1460.994835,无,无,无,无,10.0,2.92198967,225.0,657.4476757499999,无,无,无,否,10.0,是,是,是,无,100,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,是,是,EArmeType/AP_60,0.0,1460.994835,0.0,219.14922525
Ammo_Reibel_7_5mm_Vehicule,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,0.5,2.92198967,22.0,292.198967,无,无,无,2.0,3.0,0.25,8,是,无,12,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,25,0.2,EArmeType/Balle,1460.994835,10957.461262499999,0.0,无
Ammo_Resita_75mm_AP,MinMax_ATGUN,否,45,否,否,无,3,无,58.4397934,否,无,100,0.0,无,无,29219.896699999998,无,无,无,无,8.0,2.92198967,174.0,508.42620258,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_2000m,无,3.0,4.0,4.0,是,是,无,76,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,16.8,无,无,无,是,4.0,EArmeType/AP_32,0.0,29219.896699999998,0.0,204.5392769
Ammo_Resita_75mm_HE,MinMax_ATGUN,否,25,否,否,无,7,无,52.595814059999995,否,无,否,0.0,无,无,29219.896699999998,无,无,无,无,1.52,204.5392769,138.0,1107.43408493,无,无,无,3.0,4.0,4.0,是,是,无,76,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,16.8,无,无,无,是,4.0,EArmeType/HE,0.0,29219.896699999998,0.0,2921.98967
Ammo_Resita_75mm_HE_indirect,MinMax_ARTI,否,否,否,否,无,无,707.12150014,8619.869526499999,否,无,否,7304.974174999999,无,无,172397.39053,无,无,无,无,3.8,444.14242984,250.0,1414.24300028,无,无,无,20.0,7.0,7.0,是,0.66,0.5,76,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,12.6,无,无,无,是,7.0,EArmeType/Artillerie,7304.974174999999,172397.39053,0.0,38862.462610999995
Ammo_Resita_75mm_SMOKE,MinMax_smoke,否,否,否,否,无,无,692.51155179,8619.869526499999,否,无,否,7304.974174999999,无,无,172397.39053,无,无,无,无,否,420.76651247999996,否,1387.94509325,无,无,无,20.0,7.0,7.0,是,0.66,无,38,EProjectileType/Artillerie,~/Descriptor_Smoke_Fumi81mm,无,无,否,无,否,是,无,5,是,是,无,无,无,否,12.6,无,无,无,是,7.0,EArmeType/Artillerie,7304.974174999999,172397.39053,0.0,38862.462610999995
Ammo_Rkt_Puppchen_88mm,MinMax_ATGUN,否,40,14,否,无,3,无,14.60994835,否,无,100,0.0,无,无,10957.461262499999,无,无,无,无,12.0,2.92198967,262.0,765.56129354,无,无,无,2.0,10.0,是,是,是,无,44,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,6.3,无,无,无,是,是,EArmeType/AP_40,0.0,10957.461262499999,0.0,219.14922525
Ammo_Roquette_RW61_Sturmtiger,MinMax_ASLTGUN,否,25,14,否,无,-1,无,43.829845049999996,否,无,否,3214.1886369999997,无,无,29219.896699999998,无,无,无,无,18.0,1642.1581945399998,896.0,4610.89969926,无,无,无,6.0,40.0,40.0,是,是,无,170,EProjectileType/Obus,无,无,无,否,无,否,否,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,是,40.0,EArmeType/Artillerie,3214.1886369999997,29219.896699999998,0.0,1460.994835
Ammo_Roquettes_M13_132mm_x16,MinMax_ROCKET,否,否,否,否,无,无,2045.3927689999998,3506.387604,否,无,否,20453.92769,无,无,102269.63845,无,无,无,无,6.6,584.397934,467.0,2150.5843971199997,无,无,无,25.0,240.0,0.6,16,是,是,3520,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,16,0.6,EArmeType/Artillerie,20453.92769,102269.63845,0.0,5843.97934
Ammo_Roquettes_M8_82mm_x24,MinMax_ROCKET,否,否,否,否,无,无,2337.591736,3798.586571,否,无,否,20453.92769,无,无,77432.726255,无,无,无,无,4.0,438.2984505,337.0,1469.76080401,无,无,无,25.0,90.0,是,24,是,是,3280,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.5,否,6.4,无,无,无,24,是,EArmeType/Artillerie,20453.92769,77432.726255,0.0,7304.974174999999
Ammo_Roquettes_T34,MinMax_ROCKET,否,否,否,否,无,无,2337.591736,3798.586571,否,无,否,20453.92769,无,无,61361.78307,无,无,无,无,5.7,525.9581406,424.0,1922.6692028599998,无,无,无,25.0,240.0,0.6,30,是,是,5700,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,30,0.6,EArmeType/Artillerie,20453.92769,61361.78307,0.0,5843.97934
Ammo_Roquettes_Vielfachwerfer_82mm_x48,MinMax_ROCKET,否,否,否,否,无,无,2629.7907029999997,4090.7855379999996,否,无,否,20453.92769,无,无,77432.726255,无,无,无,无,4.0,438.2984505,337.0,1469.76080401,无,无,无,25.0,180.0,是,48,是,是,6560,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.5,否,6.4,无,无,无,48,是,EArmeType/Artillerie,20453.92769,77432.726255,0.0,7304.974174999999
Ammo_Roquettes_Xylophone_x8,MinMax_ROCKET,否,否,否,否,无,无,1753.193802,3214.1886369999997,否,无,否,20453.92769,无,无,61361.78307,无,无,无,无,5.7,525.9581406,424.0,1922.6692028599998,无,无,无,25.0,120.0,0.4,8,是,是,1520,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,8,0.4,EArmeType/Artillerie,20453.92769,61361.78307,0.0,5843.97934
Ammo_Roquettes_M31_300mm_x12,MinMax_ROCKET,否,否,否,否,无,无,2045.3927689999998,3506.387604,否,无,否,20453.92769,无,无,66475.2649925,无,无,无,无,15.0,1408.39902094,796.0,4014.81380658,无,无,无,25.0,240.0,2.0,12,是,是,6000,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,12,2.0,EArmeType/Artillerie,20453.92769,66475.2649925,0.0,10226.963845
Ammo_SAMPO_L41,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,0.5,2.92198967,20.0,292.198967,无,无,无,2.0,4.0,0.7,7,是,无,25,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,50,0.2,EArmeType/Balle,0.0,14609.948349999999,0.0,无
Ammo_SA_18L21_37mmC,MinMax_GUN,否,40,15,否,无,3,无,58.4397934,否,无,100,0.0,无,无,14609.948349999999,无,无,无,无,5.0,2.92198967,45.0,131.48953515,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1000m,无,4.0,8.0,8.0,是,是,无,19,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,3.2,无,无,无,是,8.0,EArmeType/AP_6,0.0,14609.948349999999,0.0,321.4188637
Ammo_SA_18L21_37mmC_HE,MinMax_GUN,否,10,5,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,0.74,111.03560746,86.0,429.53248149,无,无,无,4.0,8.0,8.0,是,是,无,19,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,3.2,无,无,无,是,8.0,EArmeType/HE,0.0,14609.948349999999,0.0,321.4188637
Ammo_SA_18L35_37mmL,MinMax_GUN,否,55,15,否,无,3,无,58.4397934,否,无,100,0.0,无,无,14609.948349999999,无,无,无,无,5.0,2.92198967,56.0,163.63142152,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1000m,无,4.0,8.0,8.0,是,是,无,19,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,3.2,无,无,无,是,8.0,EArmeType/AP_10,0.0,14609.948349999999,0.0,292.198967
Ammo_SA_18L35_37mmL_HE,MinMax_GUN,否,15,5,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,0.74,111.03560746,86.0,400.31258478999996,无,无,无,4.0,8.0,8.0,是,是,无,19,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,3.2,无,无,无,是,8.0,EArmeType/HE,0.0,14609.948349999999,0.0,292.198967
Ammo_SA_35L27_47mmL_AP,MinMax_GUN,否,50,20,否,无,3,无,58.4397934,否,无,100,0.0,无,无,18262.4354375,无,无,无,无,5.0,2.92198967,68.0,198.69529756,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1250m,无,4.0,8.0,8.0,是,是,无,25,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,4.0,无,无,无,是,8.0,EArmeType/AP_14,0.0,18262.4354375,0.0,204.5392769
Ammo_SA_35L27_47mmL_HE,MinMax_GUN,否,20,10,否,无,-1,无,35.06387604,否,无,否,0.0,无,无,18262.4354375,无,无,无,无,0.94,137.33351449,101.0,438.2984505,无,无,无,4.0,8.0,8.0,是,是,无,25,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,4.0,无,无,无,是,8.0,EArmeType/HE,0.0,18262.4354375,0.0,204.5392769
Ammo_SA_35_25mmL,MinMax_AUTOCANAIR,否,75,10,否,无,3,无,58.4397934,否,无,100,0.0,无,无,10957.461262499999,无,无,无,无,3.0,2.92198967,56.0,163.63142152,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_750m,无,4.0,3.5,3.5,是,是,无,19,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,是,3.5,EArmeType/AP_10,0.0,10957.461262499999,0.0,146.0994835
Ammo_SUOMI_KP31,MinMax_Rifle,否,65,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,2191.4922524999997,无,无,无,无,0.4,2.92198967,10.0,292.198967,无,无,无,是,3.0,1.2,9,是,无,36,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,4.32,无,无,无,72,0.2,EArmeType/Balle,0.0,2191.4922524999997,0.0,无
Ammo_SUOMI_KP31_x2,MinMax_Rifle,否,65,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,2191.4922524999997,无,无,无,无,0.8,2.92198967,16.0,292.198967,无,无,无,是,3.0,1.2,9,是,无,72,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,4.32,无,无,无,144,0.2,EArmeType/Balle,0.0,2191.4922524999997,0.0,无
Ammo_SUOMI_KP31_x3,MinMax_Rifle,否,65,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,2191.4922524999997,无,无,无,无,1.2,2.92198967,22.0,292.198967,无,无,无,是,3.0,1.2,9,是,无,108,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,4.32,无,无,无,216,0.2,EArmeType/Balle,0.0,2191.4922524999997,0.0,无
Ammo_SUOMI_KP31_x4,MinMax_Rifle,否,65,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,2191.4922524999997,无,无,无,无,1.6,2.92198967,28.0,350.63876039999997,无,无,无,是,3.0,1.2,9,是,无,144,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,4.32,无,无,无,288,0.2,EArmeType/Balle,0.0,2191.4922524999997,0.0,无
Ammo_SUOMI_KP31_x5,MinMax_Rifle,否,65,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,2191.4922524999997,无,无,无,无,2.0,2.92198967,34.0,350.63876039999997,无,无,无,是,3.0,1.2,9,是,无,180,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,4.32,无,无,无,360,0.2,EArmeType/Balle,0.0,2191.4922524999997,0.0,无
Ammo_SUOMI_KP31_x7,MinMax_Rifle,否,65,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,2191.4922524999997,无,无,无,无,2.8,2.92198967,46.0,350.63876039999997,无,无,无,是,3.0,1.2,9,是,无,180,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,4.32,无,无,无,360,0.2,EArmeType/Balle,0.0,2191.4922524999997,0.0,无
Ammo_SVT40_Scope,MinMax_Rifle,否,70,否,否,无,5,无,29.2198967,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,是,2.92198967,100.0,292.198967,无,无,无,3.0,15.0,5.0,10,是,无,5,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,28.8,无,无,无,10,4.0,EArmeType/Balle,0.0,14609.948349999999,0.0,无
Ammo_SVT40_x10,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.5,2.92198967,23.0,365.24870875,无,无,无,是,3.0,1.8,10,是,无,50,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,100,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x2,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.3,2.92198967,7.0,146.0994835,无,无,无,是,3.0,1.8,10,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,20,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x3,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.45,2.92198967,9.0,146.0994835,无,无,无,是,3.0,1.8,10,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,30,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x4,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.6,2.92198967,11.0,219.14922525,无,无,无,是,3.0,1.8,10,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,40,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x5,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.75,2.92198967,13.0,219.14922525,无,无,无,是,3.0,1.8,10,是,无,25,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,50,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x6,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.9,2.92198967,15.0,219.14922525,无,无,无,是,3.0,1.8,10,是,无,30,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,60,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x7,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.05,2.92198967,17.0,292.198967,无,无,无,是,3.0,1.8,10,是,无,35,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,70,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x8,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.2,2.92198967,19.0,292.198967,无,无,无,是,3.0,1.8,10,是,无,40,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,80,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_SVT40_x9,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.35,2.92198967,21.0,292.198967,无,无,无,是,3.0,1.8,10,是,无,45,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,90,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_Schneider_47mm_AP,MinMax_ATGUN,否,50,20,否,无,3,无,58.4397934,否,无,100,0.0,无,无,18262.4354375,无,无,无,无,5.0,2.92198967,68.0,198.69529756,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1250m,无,3.0,3.5,3.5,是,是,无,25,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.5,无,无,无,是,3.5,EArmeType/AP_14,0.0,18262.4354375,0.0,204.5392769
Ammo_Scotti_M1933_12_7mm_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,0.0,无,无,无,无,0.56,2.92198967,6.0,730.4974175,无,无,无,是,0.8,0.8,2,是,无,28,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_Nose_AirAir,MinMax_MGAir,否,60,60,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,292.198967,无,无,无,否,0.5,0.5,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_Nose_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.2,5.84397934,10.0,219.14922525,无,无,无,否,0.5,0.5,是,是,无,14,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_ShKAS_7_62mm_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,730.4974175,无,无,无,是,0.5,0.5,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_Turret_Il_4_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,730.4974175,无,无,无,是,0.5,0.5,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_Turret_Pe_2_31_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,730.4974175,无,无,无,是,0.5,0.5,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_Turret_Pe_2_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,730.4974175,无,无,无,是,0.5,0.5,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_Turret_Su_2_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,730.4974175,无,无,无,是,0.5,0.5,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_x2_Nose_AirAir,MinMax_MGAir,否,60,60,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.4,2.92198967,4.0,292.198967,无,无,无,否,0.5,0.5,2,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,60,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_x2_Nose_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.4,17.53193802,20.0,274.66702898,无,无,无,否,0.5,0.5,是,是,无,14,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,60,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_ShKAS_7_62mm_x2_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.36,2.92198967,4.0,292.198967,无,无,无,否,0.5,0.5,2,是,无,18,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,60,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_x2_Wings_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.4,17.53193802,20.0,274.66702898,无,无,无,否,0.5,0.5,是,是,无,28,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,60,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_ShKAS_7_62mm_x4_Nose_AirAir,MinMax_MGAir,否,60,60,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,1.08,2.92198967,11.0,292.198967,无,无,无,否,0.5,0.5,2,是,无,54,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,120,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_x4_Nose_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.8,58.4397934,40.0,382.78064677,无,无,无,否,0.5,0.5,是,是,无,14,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,120,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
